source,target,transaction_type,amount,hash,timeStamp,label,tokenSymbol,contractAddress,source_layer,source_clean,target_clean,is_service_provider,service_matched_side,service_provider_name,service_provider_category,service_provider_source,service_provider_note
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x9dc2f9c2d944578420cdc8237cf3264d403355f7,erc20,10000.0,0xfd68f5c4ea61b0fb9e6e43c7d0900591cb3e3313b8ac13e59def1deaf29f9c37,1601189695,candidate_layering,OCEAN,0x7afebbb46fdb47ed17b22ed075cde2447694fb9e,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x9dc2f9c2d944578420cdc8237cf3264d403355f7,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,erc20,10000.0,0xc5aa8d0ce6c7ff426de2b5c8a3c300b0a846b90292ea229bb529b1330d6c8273,1601190398,candidate_layering,OCEAN,0x7afebbb46fdb47ed17b22ed075cde2447694fb9e,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,erc20,2000000.0,0xf091c5ec966403544af3b27a36a93afa43ba7bf951d6202721a11bf10c08fabe,1601191070,candidate_layering,OCEAN,0x7afebbb46fdb47ed17b22ed075cde2447694fb9e,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,erc20,10000.0,0x6af6b08ada0f3fc5334bb67ec347e7a020c95859ad9970dde1da22818b88693a,1601211145,candidate_layering,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,erc20,100000.0,0xb07ece7d9c9dddf8f5955d19f005c2ed83af9f23d990df8641a36a2e57c798be,1601211937,candidate_layering,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,erc20,200000.0,0xb2fdd14961be6d71a96c6c830f47b2e9c125d60f61a00817f53a95563b509921,1601214315,candidate_layering,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,erc20,268395.4463,0x21c69780f9fe3eed5a7785ee070647cf319de9b01ee65def4e4431b32cb9f138,1601274548,candidate_layering,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x1c3f856719a91735ccb78506bd504b17907ac814,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x261985b27a12272ad96b21885fe89a1538cbe91c,erc20,10.0,0xf32ccb233d6f52a9b39bf74834089588884df3f1883057bb39465b1b5b82d255,1601275024,candidate_layering,COMP,0xc00e94cb662c3520282e6f5717214004a7f26888,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0x261985b27a12272ad96b21885fe89a1538cbe91c,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc194560a8210749b65ca5457baa5e831cb97bdda,erc20,1000.0,0xd3c1a1ef1cf395a3fcedfad39a2e8cb8463dfd6cccdb76c2b2880fe311b5c24c,1601276062,candidate_layering,COMP,0xc00e94cb662c3520282e6f5717214004a7f26888,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc194560a8210749b65ca5457baa5e831cb97bdda,False,none,,,,
0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc194560a8210749b65ca5457baa5e831cb97bdda,erc20,2000.0,0xfbd01ab2ad75281e770a567af51d850de6fd8802cdb6b13a979cc30457737621,1601277064,candidate_layering,COMP,0xc00e94cb662c3520282e6f5717214004a7f26888,0,0xeb31973e0febf3e3d7058234a5ebbae1ab4b8c23,0xc194560a8210749b65ca5457baa5e831cb97bdda,False,none,,,,
